what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359391512506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359391882440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359391912902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359392647705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359409691503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359409901572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359412414408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359412417532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359412420247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359412456372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359412559473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359412878902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359412880827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359412887534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359415455438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359415455881
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1359415459744
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359415462774
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1359415466289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359415469676
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1359415470609
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359415471135
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359415471211
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1359415471228
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359415479082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359415500169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359415589615
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359415589823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359415590007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359415590175
